Day,Month,Year,Hour,Min,Sec,mode,Time,BBBV,BBBVs,style,cell0,cell1,cell2,cell3,cell4,cell5,cell6,cell7,cell8,Lcl,Rcl,Dcl,Leff,Reff,Deff,Openings,Islands,Path,GZiNi,HZiNi
12,7,2022,1,0,27,EXP,76.08,192,2.52,NF,62,130,119,52,13,5,0,0,0,235,0,0,220,0,0,11,8,8708,125,138
17,7,2022,21,37,17,EXP,75.12,178,2.36,NF,65,121,128,50,14,3,0,0,0,245,0,0,218,0,0,15,9,9166,118,125
17,7,2022,21,40,19,EXP,76.35,181,2.37,NF,72,113,122,53,18,3,0,0,0,236,0,0,219,0,0,14,7,9380,122,132
17,7,2022,22,26,1,EXP,62.94,152,2.41,NF,77,118,116,54,13,3,0,0,0,207,0,0,188,0,0,13,13,7944,108,118
17,7,2022,23,28,26,EXP,69.22,169,2.44,NF,83,113,107,53,18,7,0,0,0,225,0,0,201,0,0,11,6,9123,115,126
25,8,2022,21,40,19,EXP,74.68,171,2.28,NF,81,124,106,49,19,2,0,0,0,232,0,0,196,0,0,12,6,9624,107,119
25,8,2022,21,46,32,EXP,66.36,165,2.48,NF,69,118,128,57,8,1,0,0,0,240,0,0,207,0,0,16,9,8172,115,121
25,8,2022,21,55,3,EXP,67.54,191,2.82,NF,60,127,130,49,13,2,0,0,0,243,0,0,227,0,0,13,14,8193,126,133
30,8,2022,21,32,18,EXP,78.26,189,2.41,NF,61,139,108,56,12,5,0,0,0,252,0,0,227,0,0,13,10,8900,126,138
30,8,2022,21,38,45,EXP,60.40,146,2.41,NF,99,114,91,49,25,3,0,0,0,190,0,0,176,0,0,10,9,7783,102,111
30,8,2022,21,42,38,EXP,69.72,200,2.86,NF,52,138,118,55,18,0,0,0,0,266,0,0,240,0,0,15,12,8042,130,143
30,8,2022,21,45,3,EXP,64.04,160,2.49,NF,73,129,113,53,11,2,0,0,0,215,0,0,195,0,0,13,14,7746,112,120
2,9,2022,18,25,29,EXP,64.35,169,2.62,NF,70,122,119,46,18,3,3,0,0,230,0,0,211,0,0,16,11,7964,115,126
2,9,2022,18,30,5,EXP,57.94,143,2.46,NF,76,128,103,54,17,3,0,0,0,230,0,0,199,0,0,19,15,7635,106,109
2,9,2022,18,53,58,EXP,62.48,159,2.54,NF,84,123,92,55,23,4,0,0,0,220,0,0,196,0,0,11,13,7569,117,132
2,9,2022,19,10,58,EXP,54.81,149,2.71,NF,81,121,96,65,16,2,0,0,0,197,0,0,179,0,0,13,13,6745,106,118
2,9,2022,19,24,12,EXP,64.37,170,2.64,NF,72,128,106,60,14,1,0,0,0,241,0,0,216,0,0,16,14,7967,117,125
2,9,2022,19,48,24,EXP,61.22,164,2.67,NF,73,126,101,64,15,2,0,0,0,229,0,0,208,0,0,15,9,7606,109,126
2,9,2022,20,5,10,EXP,62.62,163,2.60,NF,73,139,90,60,15,4,0,0,0,230,0,0,204,0,0,15,11,8075,110,123
2,9,2022,20,22,19,EXP,68.24,171,2.50,NF,75,136,90,57,15,8,0,0,0,227,0,0,206,0,0,13,11,8788,112,117
2,9,2022,20,40,7,EXP,67.49,181,2.68,NF,60,136,115,52,14,3,1,0,0,244,0,0,223,0,0,16,10,8083,124,133
2,9,2022,21,58,9,EXP,63.42,164,2.58,NF,72,142,99,47,16,4,1,0,0,222,0,0,194,0,0,15,14,7852,107,117
2,9,2022,22,2,59,EXP,73.66,187,2.53,NF,67,123,122,53,12,3,1,0,0,247,0,0,221,0,0,15,8,9363,124,133
2,9,2022,22,16,58,EXP,57.28,147,2.56,NF,71,129,114,50,14,2,0,1,0,217,0,0,189,0,0,18,11,7612,116,123
2,9,2022,22,30,27,EXP,71.11,172,2.41,NF,59,133,115,61,10,3,0,0,0,242,0,0,216,0,0,15,16,9271,123,136
2,9,2022,22,34,18,EXP,83.50,221,2.64,NF,46,135,136,52,9,1,2,0,0,291,0,0,269,0,0,15,7,9570,141,150
2,9,2022,22,37,37,EXP,61.15,170,2.78,NF,68,127,115,48,20,3,0,0,0,232,0,0,215,0,0,15,8,7600,118,124
2,9,2022,22,46,17,EXP,72.00,205,2.84,NF,52,131,126,59,11,2,0,0,0,269,0,0,249,0,0,14,4,8812,133,144
2,9,2022,22,47,51,EXP,66.09,197,2.98,NF,65,123,111,64,14,4,0,0,0,248,0,0,229,0,0,12,9,7979,129,141
3,9,2022,1,27,59,EXP,66.42,169,2.54,NF,73,131,101,49,25,2,0,0,0,243,0,0,215,0,0,14,11,8244,117,130
3,9,2022,1,38,1,EXP,65.99,177,2.68,NF,66,129,118,51,14,2,1,0,0,238,0,0,217,0,0,15,8,8418,119,126
3,9,2022,1,41,41,EXP,68.48,201,2.93,NF,57,135,120,52,11,5,1,0,0,263,0,0,239,0,0,13,5,9136,132,147
3,9,2022,1,58,49,EXP,59.15,154,2.60,NF,71,133,106,53,17,1,0,0,0,239,0,0,201,0,0,17,12,8165,105,112
3,9,2022,2,19,31,EXP,66.70,204,3.05,NF,61,143,114,39,19,5,0,0,0,253,0,0,234,0,0,11,9,8570,124,136
3,9,2022,19,24,38,EXP,65.63,171,2.60,NF,71,117,112,66,13,2,0,0,0,236,0,0,210,0,0,14,10,8093,123,132
3,9,2022,19,32,27,EXP,68.50,190,2.77,NF,53,147,109,42,24,6,0,0,0,256,0,0,230,0,0,13,9,9504,128,138
3,9,2022,19,50,41,EXP,61.00,151,2.47,NF,85,114,107,65,9,1,0,0,0,199,0,0,179,0,0,11,12,7217,110,114
3,9,2022,20,57,12,EXP,67.73,162,2.39,NF,74,130,110,43,18,5,1,0,0,227,0,0,202,0,0,13,12,8342,119,128
3,9,2022,21,6,10,EXP,64.33,160,2.48,NF,68,148,95,48,19,3,0,0,0,230,0,0,205,0,0,16,11,7522,112,116
3,9,2022,21,11,52,EXP,72.11,185,2.56,NF,63,123,124,58,9,4,0,0,0,246,0,0,221,0,0,13,10,9344,126,145
3,9,2022,21,17,55,EXP,76.19,206,2.70,NF,63,132,107,64,12,3,0,0,0,259,0,0,241,0,0,13,5,9003,129,136
4,9,2022,16,24,58,EXP,74.17,228,3.07,NF,42,144,129,51,14,1,0,0,0,283,0,0,266,0,0,14,6,9703,143,154
4,9,2022,16,36,56,EXP,69.21,162,2.34,NF,67,127,125,47,12,3,0,0,0,235,0,0,207,0,0,15,11,9789,118,121
4,9,2022,16,52,44,EXP,58.75,153,2.60,NF,88,127,105,40,15,6,0,0,0,194,0,0,179,0,0,9,10,7880,104,113
4,9,2022,17,32,43,EXP,63.19,173,2.73,NF,74,133,107,47,16,3,1,0,0,236,0,0,212,0,0,13,11,7671,120,125
4,9,2022,17,45,2,EXP,71.03,181,2.54,NF,62,128,129,40,20,2,0,0,0,254,0,0,221,0,0,16,11,8410,117,130
4,9,2022,18,7,22,EXP,64.54,190,2.94,NF,69,137,104,58,12,0,1,0,0,229,0,0,217,0,0,12,9,7931,120,132
4,9,2022,18,10,12,EXP,71.89,199,2.76,NF,51,133,130,52,11,4,0,0,0,267,0,0,244,0,0,16,11,9997,129,140
4,9,2022,18,14,26,EXP,63.76,173,2.71,NF,66,133,116,50,12,4,0,0,0,236,0,0,210,0,0,13,11,8032,115,127
4,9,2022,18,30,0,EXP,68.27,195,2.85,NF,60,125,124,55,15,2,0,0,0,261,0,0,239,0,0,15,7,8163,125,137
4,9,2022,18,54,7,EXP,65.05,153,2.35,NF,76,117,112,52,21,3,0,0,0,224,0,0,200,0,0,17,14,7579,117,127
4,9,2022,19,14,18,EXP,64.83,174,2.68,NF,73,123,114,53,16,1,1,0,0,234,0,0,212,0,0,15,5,8370,116,128
4,9,2022,19,24,6,EXP,66.26,190,2.86,NF,71,125,106,61,17,1,0,0,0,239,0,0,222,0,0,9,6,9077,117,129
4,9,2022,19,47,10,EXP,70.33,180,2.55,NF,64,131,117,55,10,4,0,0,0,245,0,0,222,0,0,16,9,9001,125,140
4,9,2022,20,8,56,EXP,59.50,143,2.40,NF,91,123,86,55,23,2,1,0,0,191,0,0,169,0,0,11,8,7527,104,112
4,9,2022,20,12,17,EXP,66.81,185,2.76,NF,73,133,101,44,22,7,1,0,0,246,0,0,222,0,0,11,12,8143,121,129
4,9,2022,20,22,13,EXP,58.68,143,2.43,NF,88,120,95,51,20,6,1,0,0,204,0,0,177,0,0,14,12,7942,104,107
4,9,2022,20,35,54,EXP,62.46,159,2.54,NF,76,134,101,43,19,7,1,0,0,220,0,0,199,0,0,15,10,7734,114,124
4,9,2022,20,44,17,EXP,59.99,142,2.36,NF,83,134,96,48,12,7,1,0,0,205,0,0,182,0,0,16,18,8275,103,112
4,9,2022,20,53,19,EXP,66.51,166,2.49,NF,61,145,96,57,18,4,0,0,0,240,0,0,216,0,0,18,14,8037,123,134
4,9,2022,22,21,7,EXP,66.50,180,2.70,NF,65,135,114,49,16,1,1,0,0,236,0,0,214,0,0,14,9,8018,125,138
4,9,2022,22,22,59,EXP,71.48,180,2.51,NF,68,139,103,50,18,3,0,0,0,240,0,0,220,0,0,14,15,9084,126,139
4,9,2022,22,29,6,EXP,60.69,166,2.73,NF,74,128,112,51,13,2,1,0,0,212,0,0,193,0,0,11,13,7906,116,124
4,9,2022,23,19,23,EXP,70.21,191,2.72,NF,61,142,105,53,19,1,0,0,0,263,0,0,240,0,0,16,11,8795,130,137
5,9,2022,2,8,2,EXP,57.97,139,2.39,NF,79,132,110,37,17,6,0,0,0,209,0,0,184,0,0,17,17,8581,109,110
5,9,2022,2,49,11,EXP,68.89,173,2.51,NF,58,132,123,47,19,2,0,0,0,240,0,0,212,0,0,16,11,8392,121,139
5,9,2022,2,51,43,EXP,64.42,157,2.43,NF,70,132,104,52,21,0,2,0,0,216,0,0,199,0,0,15,14,7686,114,122
5,9,2022,4,35,53,EXP,71.63,189,2.63,NF,61,145,103,52,17,3,0,0,0,252,0,0,233,0,0,15,10,9661,124,130
5,9,2022,4,42,46,EXP,64.74,157,2.42,NF,68,129,125,45,9,5,0,0,0,231,0,0,207,0,0,17,14,7748,114,119
5,9,2022,4,44,11,EXP,69.23,179,2.58,NF,62,143,108,51,13,4,0,0,0,242,0,0,223,0,0,14,6,8503,122,128
5,9,2022,4,49,48,EXP,78.03,178,2.28,NF,65,146,92,51,24,3,0,0,0,234,0,0,208,0,0,13,11,9450,123,134
5,9,2022,5,2,34,EXP,63.47,160,2.52,NF,79,125,111,49,14,3,0,0,0,207,0,0,189,0,0,10,12,8256,105,118
5,9,2022,5,6,49,EXP,59.25,151,2.54,NF,81,131,97,53,11,7,1,0,0,203,0,0,183,0,0,12,14,8144,111,114
5,9,2022,17,16,29,EXP,75.95,167,2.19,NF,79,125,101,55,15,6,0,0,0,226,0,0,198,0,0,12,10,10254,111,120
5,9,2022,17,27,9,EXP,70.85,158,2.23,NF,64,147,94,58,15,3,0,0,0,240,0,0,207,0,0,18,14,9201,110,118
5,9,2022,17,48,31,EXP,73.68,195,2.64,NF,54,150,117,40,17,2,1,0,0,267,0,0,235,0,0,17,7,8896,130,132
5,9,2022,17,52,16,EXP,67.12,179,2.66,NF,65,138,109,42,23,4,0,0,0,237,0,0,216,0,0,13,12,8161,121,129
5,9,2022,19,2,33,EXP,64.53,177,2.74,NF,70,116,131,47,15,2,0,0,0,226,0,0,206,0,0,11,9,8530,125,129
5,9,2022,19,24,41,EXP,64.79,153,2.36,NF,77,117,118,49,17,3,0,0,0,221,0,0,191,0,0,14,17,8385,113,116
5,9,2022,20,31,39,EXP,66.18,163,2.46,NF,67,142,100,50,16,5,1,0,0,235,0,0,208,0,0,16,9,8413,119,125
5,9,2022,20,35,25,EXP,71.43,188,2.63,NF,63,140,109,47,15,6,1,0,0,246,0,0,223,0,0,14,9,8820,125,134
5,9,2022,20,44,41,EXP,66.11,174,2.63,NF,65,135,115,48,16,1,1,0,0,232,0,0,209,0,0,15,16,8240,121,133
5,9,2022,20,54,3,EXP,72.01,200,2.77,NF,67,137,103,50,21,2,1,0,0,252,0,0,233,0,0,13,6,9577,132,137
5,9,2022,20,55,55,EXP,59.79,145,2.42,NF,94,115,98,52,15,7,0,0,0,193,0,0,170,0,0,12,13,7737,109,115
5,9,2022,20,58,1,EXP,71.71,207,2.88,NF,55,138,110,61,17,0,0,0,0,273,0,0,247,0,0,16,13,8954,132,145
5,9,2022,21,16,0,EXP,63.45,190,2.99,NF,70,119,122,50,17,2,1,0,0,234,0,0,218,0,0,11,6,7708,128,139
5,9,2022,21,20,1,EXP,64.95,178,2.74,NF,68,121,118,54,16,4,0,0,0,229,0,0,216,0,0,14,8,7490,120,125
5,9,2022,21,28,57,EXP,71.87,210,2.92,NF,61,124,133,50,12,1,0,0,0,258,0,0,237,0,0,10,7,9013,125,142
5,9,2022,21,47,8,EXP,72.71,180,2.47,NF,62,135,116,45,19,1,3,0,0,257,0,0,224,0,0,19,10,9254,119,127
5,9,2022,21,50,32,EXP,55.54,136,2.44,NF,92,115,106,44,16,8,0,0,0,203,0,0,176,0,0,14,16,7178,104,107
5,9,2022,22,1,59,EXP,66.79,181,2.70,NF,71,122,120,58,8,1,1,0,0,241,0,0,212,0,0,12,8,8943,120,129
5,9,2022,22,5,52,EXP,60.28,161,2.67,NF,82,126,108,41,20,4,0,0,0,208,0,0,189,0,0,11,10,8346,107,114
5,9,2022,23,2,41,EXP,62.27,169,2.71,NF,88,118,86,63,18,8,0,0,0,216,0,0,193,0,0,12,9,7813,118,127
6,9,2022,1,38,3,EXP,70.01,208,2.97,NF,54,132,145,40,9,1,0,0,0,259,0,0,233,0,0,11,11,9159,126,142
6,9,2022,2,18,39,EXP,68.78,166,2.41,NF,68,131,112,55,15,0,0,0,0,236,0,0,208,0,0,17,12,8310,113,121
6,9,2022,2,28,19,EXP,63.86,175,2.74,NF,63,128,117,59,12,1,1,0,0,232,0,0,215,0,0,14,14,8225,123,138
6,9,2022,2,53,36,EXP,67.08,181,2.69,NF,70,121,122,51,11,5,1,0,0,241,0,0,219,0,0,14,7,7887,116,129
6,9,2022,11,19,42,EXP,83.40,222,2.66,NF,48,148,122,43,18,2,0,0,0,276,0,0,256,0,0,12,7,10614,140,149
6,9,2022,11,28,52,EXP,63.97,163,2.54,NF,78,123,110,49,17,4,0,0,0,217,0,0,198,0,0,12,9,7623,119,129
6,9,2022,11,30,47,EXP,69.95,190,2.71,NF,68,137,101,52,19,4,0,0,0,239,0,0,215,0,0,11,9,8722,119,137
6,9,2022,11,34,48,EXP,67.33,143,2.12,NF,87,120,100,48,20,4,2,0,0,198,0,0,178,0,0,13,16,8211,109,113
6,9,2022,11,39,33,EXP,62.30,141,2.26,NF,80,113,116,57,14,1,0,0,0,208,0,0,180,0,0,15,13,8403,110,114
6,9,2022,11,41,8,EXP,68.62,163,2.37,NF,63,144,111,45,15,3,0,0,0,240,0,0,215,0,0,17,12,8802,121,125
6,9,2022,11,46,31,EXP,67.19,142,2.11,NF,86,125,97,50,12,11,0,0,0,198,0,0,176,0,0,14,11,7689,105,112
6,9,2022,11,48,5,EXP,71.17,171,2.40,NF,75,126,106,53,13,7,1,0,0,208,0,0,194,0,0,9,10,9533,115,121
6,9,2022,13,25,39,EXP,56.38,157,2.78,NF,89,120,101,51,16,4,0,0,0,192,0,0,175,0,0,8,7,7151,108,118
6,9,2022,13,32,7,EXP,57.65,142,2.46,NF,77,140,101,43,14,6,0,0,0,209,0,0,187,0,0,15,15,7686,108,112
6,9,2022,13,41,5,EXP,57.79,136,2.35,NF,89,131,94,50,13,2,2,0,0,189,0,0,164,0,0,11,13,7610,99,111
6,9,2022,13,55,26,EXP,67.58,195,2.88,NF,75,118,109,54,20,5,0,0,0,245,0,0,222,0,0,11,5,8520,125,135
6,9,2022,14,24,52,EXP,67.96,182,2.67,NF,63,129,116,58,14,1,0,0,0,247,0,0,225,0,0,14,8,8611,126,135
6,9,2022,15,23,6,EXP,61.38,162,2.63,NF,74,133,91,62,18,3,0,0,0,217,0,0,199,0,0,14,13,7314,113,120
6,9,2022,15,45,37,EXP,64.53,167,2.58,NF,73,122,116,49,13,8,0,0,0,233,0,0,208,0,0,14,14,7727,117,129
6,9,2022,16,39,30,EXP,73.66,199,2.70,NF,59,133,112,59,16,2,0,0,0,252,0,0,235,0,0,13,11,8414,132,143
6,9,2022,16,42,36,EXP,70.59,163,2.30,NF,59,128,122,52,17,2,1,0,0,232,0,0,209,0,0,18,17,9180,116,120
6,9,2022,18,2,24,EXP,66.29,163,2.45,NF,65,136,108,55,13,3,1,0,0,235,0,0,203,0,0,17,17,8331,115,125
6,9,2022,18,15,1,EXP,66.37,190,2.86,NF,76,125,96,55,23,6,0,0,0,236,0,0,215,0,0,9,5,8221,121,131
6,9,2022,18,17,29,EXP,59.47,170,2.85,NF,65,150,94,48,18,5,1,0,0,219,0,0,202,0,0,12,12,7277,117,127
6,9,2022,18,23,38,EXP,64.97,193,2.97,NF,60,136,122,45,13,5,0,0,0,239,0,0,221,0,0,11,10,8150,126,143
6,9,2022,18,33,17,EXP,68.80,184,2.67,NF,61,146,112,42,14,6,0,0,0,243,0,0,221,0,0,14,7,8630,127,133
6,9,2022,18,48,19,EXP,63.70,172,2.70,NF,62,120,137,43,16,3,0,0,0,239,0,0,217,0,0,16,14,8086,115,130
6,9,2022,19,21,56,EXP,56.97,141,2.47,NF,88,121,102,55,12,3,0,0,0,192,0,0,171,0,0,11,15,7303,99,108
6,9,2022,19,28,17,EXP,66.87,155,2.31,NF,74,128,97,58,23,1,0,0,0,220,0,0,198,0,0,16,15,7817,114,121
6,9,2022,19,32,52,EXP,69.72,172,2.46,NF,61,137,116,49,13,5,0,0,0,247,0,0,223,0,0,15,15,8257,125,132
6,9,2022,19,42,55,EXP,66.81,161,2.40,NF,69,122,123,48,15,3,1,0,0,230,0,0,204,0,0,17,11,8208,124,133
6,9,2022,19,45,29,EXP,67.68,197,2.91,NF,58,143,121,44,10,5,0,0,0,252,0,0,232,0,0,14,8,8067,121,137
6,9,2022,19,53,58,EXP,66.06,160,2.42,NF,69,137,101,54,18,2,0,0,0,222,0,0,203,0,0,18,18,7638,111,119
6,9,2022,19,58,24,EXP,58.35,151,2.58,NF,79,135,94,53,15,4,1,0,0,204,0,0,181,0,0,14,9,6885,109,115
6,9,2022,20,14,35,EXP,67.38,177,2.62,NF,69,130,105,52,21,4,0,0,0,239,0,0,212,0,0,15,8,7340,121,133
6,9,2022,21,34,6,EXP,75.47,186,2.46,NF,82,129,95,52,16,7,0,0,0,237,0,0,215,0,0,11,7,8521,121,130
6,9,2022,21,38,54,EXP,56.28,125,2.22,NF,90,122,100,43,22,4,0,0,0,181,0,0,163,0,0,15,16,7447,99,103
6,9,2022,21,52,13,EXP,73.21,207,2.82,NF,50,138,118,61,12,2,0,0,0,272,0,0,249,0,0,17,8,8415,128,138
6,9,2022,22,44,11,EXP,74.18,193,2.60,NF,56,144,113,49,16,3,0,0,0,261,0,0,239,0,0,16,14,8882,129,138
6,9,2022,22,47,20,EXP,69.40,196,2.82,NF,60,148,106,50,14,3,0,0,0,246,0,0,229,0,0,13,3,8332,119,131
6,9,2022,23,11,14,EXP,64.05,151,2.35,NF,78,117,109,52,21,4,0,0,0,208,0,0,183,0,0,13,15,8156,111,124
6,9,2022,23,16,8,EXP,71.07,179,2.51,NF,68,132,111,47,23,0,0,0,0,239,0,0,217,0,0,14,7,8165,117,129
6,9,2022,23,38,10,EXP,65.84,161,2.44,NF,82,115,105,59,18,2,0,0,0,218,0,0,195,0,0,14,14,8015,112,125
6,9,2022,23,42,39,EXP,58.45,135,2.30,NF,78,124,115,50,13,1,0,0,0,212,0,0,183,0,0,18,15,7265,100,102
6,9,2022,23,53,40,EXP,70.40,153,2.17,NF,84,116,109,51,15,4,2,0,0,209,0,0,187,0,0,12,17,8745,111,117
6,9,2022,23,56,10,EXP,84.80,195,2.29,NF,60,129,110,64,17,1,0,0,0,256,0,0,240,0,0,16,9,9912,128,139
7,9,2022,2,28,33,EXP,74.14,190,2.56,NF,71,125,112,57,14,2,0,0,0,241,0,0,220,0,0,12,8,7976,124,134
7,9,2022,2,36,54,EXP,70.83,153,2.16,NF,90,126,86,50,25,4,0,0,0,206,0,0,186,0,0,13,9,8113,104,111
7,9,2022,2,41,27,EXP,81.82,214,2.61,NF,59,151,91,58,19,3,0,0,0,272,0,0,244,0,0,13,2,9282,132,143
7,9,2022,17,44,29,EXP,67.16,173,2.57,NF,69,123,122,52,14,1,0,0,0,227,0,0,203,0,0,13,14,7944,117,127
7,9,2022,17,47,10,EXP,62.63,169,2.69,NF,70,136,100,54,16,5,0,0,0,227,0,0,204,0,0,13,14,7523,119,131
7,9,2022,18,21,5,EXP,61.37,165,2.68,NF,70,136,107,48,14,5,1,0,0,213,0,0,197,0,0,12,13,7404,112,124
7,9,2022,18,24,47,EXP,60.32,150,2.48,NF,76,129,101,60,13,2,0,0,0,215,0,0,197,0,0,15,11,7439,108,115
7,9,2022,18,50,59,EXP,73.67,181,2.45,NF,62,141,110,52,12,3,1,0,0,256,0,0,228,0,0,17,8,8905,122,127
7,9,2022,19,54,55,EXP,51.86,137,2.64,NF,88,124,98,49,19,3,0,0,0,176,0,0,162,0,0,10,11,6216,97,109
7,9,2022,21,34,18,EXP,78.85,198,2.51,NF,67,117,114,65,17,1,0,0,0,252,0,0,228,0,0,11,7,9730,134,145
7,9,2022,22,12,6,EXP,52.93,137,2.58,NF,79,143,90,49,14,4,2,0,0,195,0,0,175,0,0,14,18,6627,96,105
7,9,2022,22,28,18,EXP,61.05,176,2.88,NF,70,125,108,51,21,6,0,0,0,231,0,0,209,0,0,13,10,7635,119,135
7,9,2022,23,33,26,EXP,60.56,152,2.50,NF,80,130,95,55,16,5,0,0,0,219,0,0,192,0,0,15,12,7245,106,116
7,9,2022,23,55,49,EXP,61.03,187,3.06,NF,72,122,119,52,14,2,0,0,0,228,0,0,211,0,0,10,9,7590,119,127
8,9,2022,0,1,20,EXP,66.70,161,2.41,NF,76,133,99,52,17,3,1,0,0,228,0,0,201,0,0,16,10,8447,116,125
8,9,2022,0,17,42,EXP,68.85,172,2.49,NF,74,130,106,56,9,6,0,0,0,231,0,0,210,0,0,14,15,8920,114,122
8,9,2022,0,21,35,EXP,60.15,153,2.54,NF,80,121,102,56,20,2,0,0,0,199,0,0,182,0,0,13,8,7299,106,117
8,9,2022,0,26,14,EXP,65.50,176,2.68,NF,75,115,109,65,17,0,0,0,0,225,0,0,207,0,0,15,13,7842,122,136
8,9,2022,0,34,48,EXP,65.72,179,2.72,NF,71,126,106,56,19,3,0,0,0,236,0,0,214,0,0,15,13,7472,126,136
8,9,2022,3,58,12,EXP,61.86,142,2.29,NF,84,126,104,46,15,6,0,0,0,213,0,0,181,0,0,14,16,7742,100,108
8,9,2022,4,6,27,EXP,56.37,140,2.48,NF,79,131,99,48,19,5,0,0,0,189,0,0,175,0,0,12,14,7311,110,119
8,9,2022,4,12,29,EXP,78.19,212,2.71,NF,56,126,131,49,11,7,1,0,0,284,0,0,248,0,0,13,7,9078,137,152
8,9,2022,4,17,12,EXP,70.27,168,2.39,NF,65,128,107,64,12,4,1,0,0,237,0,0,207,0,0,18,11,8174,122,131
8,9,2022,4,19,42,EXP,67.27,166,2.46,NF,74,119,113,47,22,5,1,0,0,212,0,0,193,0,0,11,12,8203,119,128
8,9,2022,4,35,40,EXP,80.10,190,2.37,NF,59,147,94,61,17,3,0,0,0,263,0,0,241,0,0,16,12,9592,128,142
8,9,2022,18,33,24,EXP,75.59,224,2.96,NF,47,148,132,33,17,4,0,0,0,286,0,0,261,0,0,12,8,9251,138,150
8,9,2022,18,54,38,EXP,70.42,178,2.52,NF,85,108,112,52,21,3,0,0,0,225,0,0,207,0,0,11,7,8499,121,135
8,9,2022,18,59,53,EXP,59.82,165,2.75,NF,69,131,121,48,12,0,0,0,0,232,0,0,209,0,0,15,12,7476,114,121
8,9,2022,19,8,30,EXP,77.82,199,2.55,NF,66,129,112,57,10,6,1,0,0,246,0,0,227,0,0,11,6,9284,131,144
8,9,2022,20,0,41,EXP,72.37,183,2.52,NF,59,124,124,53,20,1,0,0,0,250,0,0,226,0,0,16,15,8872,135,144
8,9,2022,20,22,54,EXP,62.63,148,2.36,NF,75,116,109,62,19,0,0,0,0,215,0,0,189,0,0,14,11,7106,105,114
8,9,2022,21,36,5,EXP,65.58,174,2.65,NF,73,129,111,46,19,2,1,0,0,221,0,0,207,0,0,12,10,8054,116,124
8,9,2022,21,40,33,EXP,74.44,189,2.53,NF,61,144,109,51,15,1,0,0,0,235,0,0,214,0,0,9,8,9738,119,128
8,9,2022,21,55,39,EXP,69.51,160,2.30,NF,81,131,98,47,14,9,0,1,0,215,0,0,194,0,0,12,11,8663,106,115
8,9,2022,22,5,29,EXP,65.42,163,2.49,NF,72,122,118,52,16,1,0,0,0,228,0,0,201,0,0,14,13,7975,113,123
8,9,2022,23,39,9,EXP,62.24,147,2.36,NF,82,119,101,63,14,2,0,0,0,216,0,0,192,0,0,16,13,7881,106,113
9,9,2022,0,9,35,EXP,62.89,166,2.63,NF,68,138,97,59,12,7,0,0,0,228,0,0,206,0,0,15,6,7791,115,127
9,9,2022,0,15,11,EXP,52.08,164,3.14,NF,81,116,110,65,7,1,0,1,0,198,0,0,186,0,0,9,10,6044,117,125
9,9,2022,19,25,41,EXP,71.93,178,2.47,NF,67,117,126,54,15,2,0,0,0,248,0,0,220,0,0,16,12,9604,124,129
10,9,2022,0,25,2,EXP,75.10,190,2.52,NF,61,148,100,57,14,1,0,0,0,254,0,0,228,0,0,13,4,9216,119,129
10,9,2022,0,34,43,EXP,67.88,172,2.53,NF,70,117,123,58,10,3,0,0,0,219,0,0,201,0,0,12,12,7935,122,135
10,9,2022,1,0,48,EXP,69.23,189,2.73,NF,67,127,111,57,14,5,0,0,0,248,0,0,227,0,0,12,5,8513,127,133
10,9,2022,1,28,24,EXP,67.61,179,2.64,NF,71,126,109,54,14,6,1,0,0,233,0,0,214,0,0,12,9,7845,119,140
10,9,2022,1,33,39,EXP,62.82,168,2.67,NF,67,143,99,52,17,3,0,0,0,232,0,0,213,0,0,16,12,8155,113,122
10,9,2022,1,35,32,EXP,64.44,150,2.32,NF,72,135,103,49,20,1,1,0,0,218,0,0,198,0,0,16,14,8097,116,122
10,9,2022,2,20,36,EXP,69.30,181,2.61,NF,74,132,93,59,17,6,0,0,0,241,0,0,215,0,0,12,7,8745,116,124
10,9,2022,2,28,52,EXP,72.22,179,2.47,NF,64,145,103,49,16,3,1,0,0,238,0,0,216,0,0,13,14,8939,119,127
10,9,2022,6,13,28,EXP,65.25,145,2.22,NF,79,129,105,48,17,3,0,0,0,210,0,0,183,0,0,15,12,8158,107,119
10,9,2022,6,23,46,EXP,63.72,179,2.80,NF,62,148,101,51,14,3,2,0,0,230,0,0,215,0,0,12,7,7726,120,133
10,9,2022,6,32,50,EXP,67.14,182,2.71,NF,64,138,110,52,14,3,0,0,0,246,0,0,225,0,0,16,10,7934,118,128
10,9,2022,6,40,47,EXP,70.77,166,2.34,NF,77,132,102,48,15,7,0,0,0,224,0,0,201,0,0,14,12,8150,114,121
10,9,2022,7,41,46,EXP,60.34,153,2.53,NF,82,133,95,57,10,3,0,1,0,197,0,0,183,0,0,12,12,7362,104,111
10,9,2022,7,57,15,EXP,69.61,186,2.67,NF,64,134,110,55,15,3,0,0,0,246,0,0,229,0,0,14,6,7769,125,134
10,9,2022,16,28,11,EXP,56.37,151,2.67,NF,91,121,96,49,16,6,2,0,0,186,0,0,172,0,0,9,9,7421,103,109
10,9,2022,17,26,47,EXP,63.90,173,2.70,NF,74,135,102,44,21,5,0,0,0,225,0,0,209,0,0,13,14,8219,118,129
10,9,2022,17,32,25,EXP,64.92,184,2.83,NF,67,146,103,48,10,5,2,0,0,243,0,0,219,0,0,12,7,8660,124,134
