Day,Month,Year,Hour,Min,Sec,mode,Time,BBBV,BBBVs,style,cell0,cell1,cell2,cell3,cell4,cell5,cell6,cell7,cell8,Lcl,Rcl,Dcl,Leff,Reff,Deff,Openings,Islands,Path,GZiNi,HZiNi
11,3,2023,23,3,42,BEG,3.16,15,4.74,NF,20,18,10,4,1,1,0,0,0,16,0,0,15,0,0,3,2,797,13,13
11,3,2023,23,4,4,BEG,4.57,23,5.03,NF,16,17,19,2,0,0,0,0,0,23,0,0,23,0,0,2,2,1174,17,19
11,3,2023,23,4,53,BEG,3.95,18,4.55,NF,18,23,9,2,2,0,0,0,0,20,0,0,20,0,0,3,3,963,12,15
11,3,2023,23,5,8,BEG,3.35,12,3.58,NF,19,18,15,2,0,0,0,0,0,14,0,0,13,0,0,3,3,923,12,12
11,3,2023,23,5,19,BEG,2.11,9,4.26,NF,31,9,6,8,0,0,0,0,0,9,0,0,9,0,0,1,4,746,9,9
11,3,2023,23,5,28,BEG,6.68,27,4.04,NF,13,24,16,1,0,0,0,0,0,30,0,0,27,0,0,2,2,1437,18,18
11,3,2023,23,6,9,BEG,3.84,18,4.68,NF,14,23,14,3,0,0,0,0,0,19,0,0,18,0,0,2,5,999,15,16
11,3,2023,23,7,12,BEG,2.57,6,2.33,NF,22,22,5,5,0,0,0,0,0,12,0,0,9,0,0,2,3,581,6,6
11,3,2023,23,7,17,BEG,4.10,15,3.65,NF,17,20,15,2,0,0,0,0,0,17,0,0,17,0,0,2,2,925,13,13
11,3,2023,23,7,21,BEG,2.88,10,3.47,NF,26,12,8,7,0,1,0,0,0,11,0,0,10,0,0,2,2,644,10,10
11,3,2023,23,7,36,BEG,4.77,22,4.61,NF,16,19,17,2,0,0,0,0,0,23,0,0,22,0,0,1,3,1118,13,15
11,3,2023,23,8,4,BEG,4.82,15,3.11,NF,18,21,10,5,0,0,0,0,0,20,0,0,19,0,0,2,4,1034,13,12
11,3,2023,23,8,14,BEG,6.05,22,3.63,NF,19,14,17,4,0,0,0,0,0,25,0,0,22,0,0,1,1,1050,15,16
11,3,2023,23,8,56,BEG,5.71,26,4.55,NF,15,21,14,3,1,0,0,0,0,26,0,0,26,0,0,2,1,1073,18,20
11,3,2023,23,9,5,BEG,3.44,13,3.77,NF,15,28,10,1,0,0,0,0,0,17,0,0,16,0,0,2,4,786,11,11
11,3,2023,23,9,48,BEG,3.91,18,4.60,NF,16,20,14,3,1,0,0,0,0,20,0,0,18,0,0,3,3,960,16,16
11,3,2023,23,9,54,BEG,4.84,17,3.51,NF,15,20,13,6,0,0,0,0,0,22,0,0,21,0,0,4,4,1156,14,15
11,3,2023,23,9,56,BEG,1.85,8,4.32,NF,22,18,7,7,0,0,0,0,0,8,0,0,8,0,0,1,4,561,8,8
13,3,2023,20,50,24,BEG,2.50,8,3.20,NF,20,23,8,1,2,0,0,0,0,13,0,0,10,0,0,4,2,708,8,8
13,3,2023,20,50,38,BEG,4.52,18,3.98,NF,14,24,12,4,0,0,0,0,0,23,0,0,22,0,0,5,4,1050,15,15
13,3,2023,20,51,26,BEG,4.45,21,4.71,NF,13,27,13,1,0,0,0,0,0,22,0,0,21,0,0,3,2,927,14,14
13,3,2023,20,51,33,BEG,5.88,22,3.74,NF,17,17,17,3,0,0,0,0,0,25,0,0,24,0,0,3,2,1317,16,16
13,3,2023,20,51,48,BEG,4.71,14,2.97,NF,14,24,8,6,2,0,0,0,0,22,0,0,20,0,0,5,6,1169,14,14
13,3,2023,20,51,51,BEG,2.01,8,3.98,NF,27,10,10,5,2,0,0,0,0,9,0,0,8,0,0,2,2,648,8,8
14,3,2023,3,19,47,BEG,4.07,16,3.93,NF,19,19,13,3,0,0,0,0,0,18,0,0,17,0,0,1,3,1235,13,16
14,3,2023,3,20,10,BEG,2.30,9,3.91,NF,21,21,8,4,0,0,0,0,0,11,0,0,9,0,0,2,3,724,9,9
14,3,2023,3,20,16,BEG,3.02,11,3.64,NF,21,17,10,4,2,0,0,0,0,12,0,0,11,0,0,3,4,977,11,11
14,3,2023,3,20,24,BEG,3.87,16,4.13,NF,16,22,13,3,0,0,0,0,0,18,0,0,17,0,0,2,4,1021,12,15
14,3,2023,3,20,30,BEG,2.33,9,3.86,NF,20,20,7,7,0,0,0,0,0,10,0,0,9,0,0,3,5,675,9,9
14,3,2023,3,21,5,BEG,3.63,13,3.58,NF,19,19,13,2,0,1,0,0,0,14,0,0,14,0,0,3,2,879,13,13
14,3,2023,3,21,16,BEG,9.54,21,2.20,Flag,11,23,15,5,0,0,0,0,0,8,6,5,8,6,5,5,3,943,18,18
14,3,2023,3,21,35,BEG,5.99,26,4.34,NF,10,30,13,1,0,0,0,0,0,31,0,0,29,0,0,2,2,1347,14,15
14,3,2023,3,21,40,BEG,3.44,13,3.77,NF,19,20,10,4,1,0,0,0,0,19,0,0,16,0,0,3,4,793,12,12
14,3,2023,3,21,48,BEG,3.43,8,2.33,NF,22,18,10,4,0,0,0,0,0,15,0,0,13,0,0,3,3,821,8,8
14,3,2023,3,21,55,BEG,4.04,16,3.96,NF,24,10,12,7,1,0,0,0,0,20,0,0,18,0,0,2,3,896,14,16
14,3,2023,3,22,1,BEG,4.74,18,3.79,NF,20,18,12,3,1,0,0,0,0,24,0,0,22,0,0,2,2,989,13,15
14,3,2023,3,22,18,BEG,3.60,13,3.61,NF,19,21,9,5,0,0,0,0,0,17,0,0,15,0,0,2,2,824,10,10
14,3,2023,3,23,26,BEG,3.41,13,3.81,NF,17,22,13,1,1,0,0,0,0,17,0,0,17,0,0,4,2,916,9,9
14,3,2023,3,23,54,BEG,4.81,20,4.15,NF,19,23,6,5,1,0,0,0,0,22,0,0,21,0,0,3,2,1025,12,14
14,3,2023,3,24,1,BEG,5.31,24,4.51,NF,17,17,14,5,1,0,0,0,0,24,0,0,24,0,0,2,3,1210,17,22
14,3,2023,3,24,33,BEG,2.88,13,4.51,NF,21,21,9,2,1,0,0,0,0,13,0,0,13,0,0,3,2,814,10,11
14,3,2023,3,25,1,BEG,2.89,13,4.49,NF,19,21,10,2,2,0,0,0,0,13,0,0,13,0,0,2,3,839,13,13
14,3,2023,3,25,27,BEG,7.85,25,3.18,Flag,10,30,13,1,0,0,0,0,0,26,2,10,24,2,4,4,4,1628,16,17
14,3,2023,3,25,33,BEG,3.73,16,4.28,NF,20,21,8,5,0,0,0,0,0,16,0,0,16,0,0,1,3,991,11,12
14,3,2023,3,25,39,BEG,3.73,14,3.75,NF,24,15,9,4,2,0,0,0,0,19,0,0,17,0,0,2,2,856,12,13
14,3,2023,3,25,46,BEG,4.65,19,4.08,NF,23,14,10,5,2,0,0,0,0,23,0,0,21,0,0,2,3,909,13,17
14,3,2023,3,25,55,BEG,3.16,14,4.43,NF,22,17,10,3,2,0,0,0,0,14,0,0,14,0,0,3,3,887,13,13
14,3,2023,3,26,39,BEG,4.91,23,4.68,NF,17,22,12,2,1,0,0,0,0,24,0,0,23,0,0,2,1,931,16,15
14,3,2023,3,26,46,BEG,2.37,9,3.79,NF,22,16,11,4,1,0,0,0,0,10,0,0,9,0,0,2,4,659,9,9
14,3,2023,3,27,16,BEG,1.79,8,4.46,NF,27,14,9,2,2,0,0,0,0,8,0,0,8,0,0,2,4,531,8,8
14,3,2023,3,27,45,BEG,4.07,17,4.17,NF,15,24,11,4,0,0,0,0,0,21,0,0,20,0,0,2,4,886,15,15
14,3,2023,3,28,29,BEG,5.36,17,3.17,NF,13,28,10,3,0,0,0,0,0,22,0,0,20,0,0,5,2,1326,13,12
14,3,2023,3,28,39,BEG,3.74,11,2.94,NF,18,26,7,2,1,0,0,0,0,18,0,0,15,0,0,2,5,961,11,11
14,3,2023,3,28,46,BEG,2.97,8,2.69,NF,24,15,7,8,0,0,0,0,0,14,0,0,12,0,0,2,1,678,7,7
14,3,2023,3,28,51,BEG,3.76,15,3.98,NF,21,20,7,5,1,0,0,0,0,16,0,0,15,0,0,2,3,892,10,13
14,3,2023,3,30,22,BEG,4.96,24,4.83,NF,13,21,18,2,0,0,0,0,0,25,0,0,24,0,0,2,2,1094,18,18
14,3,2023,3,30,48,BEG,4.05,15,3.70,NF,22,17,7,8,0,0,0,0,0,16,0,0,15,0,0,2,2,927,13,12
14,3,2023,3,30,53,BEG,3.15,13,4.12,NF,21,19,11,2,1,0,0,0,0,16,0,0,16,0,0,3,1,662,9,10
14,3,2023,3,30,59,BEG,3.75,15,4.00,NF,21,18,10,5,0,0,0,0,0,17,0,0,15,0,0,1,2,927,10,11
14,3,2023,3,31,14,BEG,2.60,9,3.46,NF,23,19,8,2,2,0,0,0,0,12,0,0,12,0,0,2,3,691,9,9
14,3,2023,3,31,21,BEG,2.21,8,3.61,NF,21,19,10,3,1,0,0,0,0,11,0,0,10,0,0,4,4,604,8,8
14,3,2023,3,31,35,BEG,3.58,16,4.46,NF,18,22,7,4,3,0,0,0,0,17,0,0,16,0,0,2,3,784,13,13
14,3,2023,3,31,45,BEG,1.75,8,4.57,NF,27,17,5,4,1,0,0,0,0,9,0,0,8,0,0,2,1,536,8,8
14,3,2023,3,32,17,BEG,2.93,11,3.75,NF,26,14,8,5,1,0,0,0,0,15,0,0,14,0,0,2,3,852,11,11
14,3,2023,3,32,31,BEG,4.70,18,3.82,NF,19,17,11,6,1,0,0,0,0,22,0,0,22,0,0,4,3,1149,16,16
14,3,2023,3,32,54,BEG,5.78,21,3.63,NF,12,27,14,1,0,0,0,0,0,25,0,0,25,0,0,3,5,1246,14,14
14,3,2023,3,33,25,BEG,2.23,8,3.58,NF,23,16,11,3,1,0,0,0,0,10,0,0,8,0,0,3,3,655,8,8
14,3,2023,3,33,37,BEG,3.12,15,4.80,NF,23,19,6,4,2,0,0,0,0,15,0,0,15,0,0,1,2,838,12,13
14,3,2023,3,34,22,BEG,2.13,10,4.69,NF,21,16,13,4,0,0,0,0,0,11,0,0,11,0,0,3,3,681,10,10
14,3,2023,3,34,51,BEG,2.78,11,3.95,NF,18,18,15,3,0,0,0,0,0,14,0,0,14,0,0,4,4,766,11,11
14,3,2023,3,35,9,BEG,2.91,8,2.74,NF,23,18,9,3,1,0,0,0,0,14,0,0,11,0,0,3,2,729,8,8
14,3,2023,3,35,16,BEG,4.79,20,4.17,NF,18,16,12,8,0,0,0,0,0,22,0,0,20,0,0,3,2,1275,14,16
14,3,2023,3,35,40,BEG,4.41,20,4.53,NF,18,18,13,4,1,0,0,0,0,20,0,0,20,0,0,2,3,1026,12,12
14,3,2023,3,35,59,BEG,5.33,23,4.31,NF,14,26,11,3,0,0,0,0,0,27,0,0,26,0,0,3,3,1227,13,15
14,3,2023,3,36,32,BEG,4.57,16,3.50,NF,15,26,9,3,1,0,0,0,0,22,0,0,22,0,0,4,2,1031,12,13
14,3,2023,3,36,52,BEG,4.77,20,4.19,NF,16,18,15,5,0,0,0,0,0,21,0,0,21,0,0,3,3,1185,15,16
14,3,2023,3,36,59,BEG,5.19,24,4.62,NF,16,23,13,2,0,0,0,0,0,25,0,0,24,0,0,2,2,1144,15,18
14,3,2023,3,37,58,BEG,3.56,16,4.49,NF,21,20,6,5,1,1,0,0,0,17,0,0,16,0,0,2,4,865,13,14
14,3,2023,3,38,6,BEG,3.02,9,2.98,NF,20,21,10,3,0,0,0,0,0,10,0,0,9,0,0,3,3,779,9,9
14,3,2023,3,38,16,BEG,5.01,17,3.39,NF,16,23,12,3,0,0,0,0,0,19,0,0,18,0,0,3,4,1067,14,14
14,3,2023,3,38,22,BEG,2.44,14,5.73,NF,19,16,16,2,1,0,0,0,0,14,0,0,14,0,0,4,2,779,10,10
14,3,2023,3,53,1,BEG,2.87,4,1.39,NF,26,14,11,2,0,0,0,1,0,6,0,0,4,0,0,2,2,592,4,4
14,3,2023,3,53,19,BEG,2.93,12,4.09,NF,21,17,11,5,0,0,0,0,0,13,0,0,12,0,0,1,2,786,11,11
14,3,2023,3,53,27,BEG,4.96,20,4.03,NF,19,22,11,2,0,0,0,0,0,24,0,0,23,0,0,3,2,1165,14,13
14,3,2023,3,53,33,BEG,4.01,19,4.73,NF,19,20,11,4,0,0,0,0,0,20,0,0,19,0,0,1,2,803,14,16
14,3,2023,3,53,43,BEG,4.06,20,4.92,NF,18,22,6,8,0,0,0,0,0,22,0,0,21,0,0,1,1,978,11,14
14,3,2023,3,54,2,BEG,5.42,20,3.69,NF,13,21,16,4,0,0,0,0,0,24,0,0,22,0,0,4,3,1259,16,19
14,3,2023,3,54,16,BEG,2.72,11,4.04,NF,20,17,14,3,0,0,0,0,0,15,0,0,14,0,0,2,2,841,9,10
14,3,2023,15,52,28,BEG,2.54,8,3.14,NF,22,16,10,5,1,0,0,0,0,10,0,0,9,0,0,3,3,719,8,8
14,3,2023,15,52,37,BEG,4.02,18,4.47,NF,14,23,12,5,0,0,0,0,0,20,0,0,19,0,0,4,4,935,14,14
14,3,2023,15,52,45,BEG,1.40,5,3.57,NF,25,14,11,1,3,0,0,0,0,7,0,0,5,0,0,1,2,455,5,5
14,3,2023,15,53,6,BEG,3.55,9,2.53,NF,21,14,14,4,1,0,0,0,0,11,0,0,10,0,0,5,4,902,9,9
14,3,2023,15,53,20,BEG,3.75,12,3.20,Flag,23,20,7,3,1,0,0,0,0,7,1,1,7,1,1,2,3,433,9,10
14,3,2023,15,54,2,BEG,4.63,10,2.15,Flag,23,17,8,3,2,1,0,0,0,5,2,2,5,2,2,2,4,411,9,9
14,3,2023,15,54,40,BEG,10.21,15,1.46,Flag,18,19,12,4,1,0,0,0,0,11,1,1,11,1,1,4,5,993,13,13
14,3,2023,15,54,51,BEG,5.77,24,4.15,NF,15,21,14,4,0,0,0,0,0,27,0,0,26,0,0,2,2,1146,16,20
14,3,2023,17,11,38,BEG,4.17,12,2.87,Flag,22,20,9,2,1,0,0,0,0,4,2,3,4,2,3,1,3,445,9,9
14,3,2023,17,11,52,BEG,8.34,23,2.75,Flag,11,35,5,1,2,0,0,0,0,7,4,4,7,4,4,3,4,647,14,17
14,3,2023,17,12,37,BEG,4.48,13,2.90,Flag,19,17,17,1,0,0,0,0,0,10,1,1,10,1,1,2,4,610,12,13
14,3,2023,17,13,17,BEG,6.26,9,1.43,Flag,25,14,6,5,4,0,0,0,0,6,2,1,6,2,1,3,3,630,9,9
14,3,2023,17,13,38,BEG,4.44,9,2.02,NF,19,21,10,4,0,0,0,0,0,9,0,0,9,0,0,4,3,542,9,9
14,3,2023,17,13,52,BEG,10.30,23,2.23,Flag,14,26,11,3,0,0,0,0,0,10,2,3,10,2,3,4,1,758,15,16
14,3,2023,17,14,16,BEG,5.40,11,2.03,Flag,22,22,8,1,0,1,0,0,0,7,1,1,7,1,1,1,2,497,8,8
14,3,2023,17,14,41,BEG,5.84,11,1.88,Flag,23,17,7,6,1,0,0,0,0,7,1,1,7,1,1,2,3,403,9,9
14,3,2023,17,15,24,BEG,7.68,17,2.21,Flag,17,21,11,4,1,0,0,0,0,9,4,4,8,4,4,3,3,956,14,15
14,3,2023,17,15,37,BEG,5.35,10,1.86,Flag,24,11,15,2,2,0,0,0,0,6,2,3,6,2,3,3,5,599,10,10
14,3,2023,17,15,43,BEG,2.41,3,1.24,NF,27,15,7,4,1,0,0,0,0,3,0,0,3,0,0,2,1,481,3,3
14,3,2023,17,15,47,BEG,2.13,8,3.75,NF,28,9,10,5,2,0,0,0,0,8,0,0,8,0,0,2,2,415,8,8
14,3,2023,17,16,23,BEG,3.44,12,3.48,NF,20,19,11,4,0,0,0,0,0,16,0,0,15,0,0,3,3,812,12,12
14,3,2023,17,16,53,BEG,2.80,10,3.57,NF,21,17,11,4,1,0,0,0,0,13,0,0,12,0,0,3,1,749,10,10
14,3,2023,17,17,26,BEG,4.27,18,4.21,NF,17,21,10,5,1,0,0,0,0,21,0,0,20,0,0,3,2,995,14,15
14,3,2023,17,17,36,BEG,4.19,19,4.53,NF,16,22,13,3,0,0,0,0,0,23,0,0,22,0,0,3,2,915,11,12
14,3,2023,17,18,19,BEG,4.50,21,4.66,NF,13,24,16,1,0,0,0,0,0,24,0,0,24,0,0,2,2,994,14,14
14,3,2023,17,19,0,BEG,2.69,8,2.97,NF,18,20,14,2,0,0,0,0,0,14,0,0,13,0,0,4,2,770,8,8
14,3,2023,17,19,16,BEG,4.52,16,3.53,NF,21,17,10,4,2,0,0,0,0,20,0,0,18,0,0,2,3,1069,10,13
14,3,2023,17,20,7,BEG,12.75,28,2.19,Flag,15,25,11,3,0,0,0,0,0,8,2,5,8,2,5,1,1,699,16,17
14,3,2023,17,20,34,BEG,4.60,12,2.60,Flag,22,19,9,4,0,0,0,0,0,7,1,2,7,1,2,3,2,533,10,10
14,3,2023,17,21,29,BEG,6.30,13,2.06,NF,19,19,12,4,0,0,0,0,0,13,0,0,13,0,0,4,4,652,13,13
14,3,2023,17,22,2,BEG,4.92,10,2.03,NF,23,16,9,6,0,0,0,0,0,10,0,0,10,0,0,2,4,572,10,10
14,3,2023,17,22,18,BEG,15.79,22,1.39,Flag,15,22,10,4,3,0,0,0,0,6,4,4,6,4,4,3,1,925,14,15
14,3,2023,17,22,32,BEG,9.89,19,1.92,Flag,14,24,13,3,0,0,0,0,0,9,3,2,9,3,2,4,2,862,14,14
14,3,2023,17,22,40,BEG,5.68,14,2.46,Flag,18,20,13,2,1,0,0,0,0,10,2,2,10,2,2,2,5,556,14,14
14,3,2023,17,23,45,BEG,10.60,21,1.98,Flag,15,21,15,3,0,0,0,0,0,6,4,6,6,4,6,3,2,840,16,17
14,3,2023,17,24,38,BEG,5.58,12,2.15,Flag,20,16,16,2,0,0,0,0,0,9,1,2,9,1,2,3,5,558,12,12
14,3,2023,17,25,3,BEG,5.56,13,2.33,Flag,17,24,10,2,1,0,0,0,0,10,1,1,10,1,1,3,4,624,12,12
14,3,2023,17,27,57,BEG,4.64,11,2.37,Flag,20,19,11,2,2,0,0,0,0,9,1,1,9,1,1,2,5,500,11,11
17,3,2023,0,46,25,BEG,5.62,19,3.38,NF,14,23,12,5,0,0,0,0,0,28,0,0,27,0,0,5,3,1239,14,16
17,3,2023,0,46,41,BEG,2.58,9,3.48,NF,22,19,9,3,1,0,0,0,0,11,0,0,10,0,0,2,6,834,9,9
18,3,2023,20,34,38,BEG,5.14,18,3.50,NF,17,22,10,5,0,0,0,0,0,28,0,0,25,0,0,3,4,1071,14,14
18,3,2023,20,34,43,BEG,3.23,11,3.40,NF,21,17,11,5,0,0,0,0,0,17,0,0,14,0,0,2,3,799,11,11
18,3,2023,20,34,52,BEG,2.60,12,4.61,NF,17,21,13,3,0,0,0,0,0,13,0,0,12,0,0,2,4,780,11,12
18,3,2023,20,35,15,BEG,3.75,13,3.46,NF,26,11,10,5,2,0,0,0,0,19,0,0,16,0,0,2,2,982,10,11
18,3,2023,20,35,20,BEG,3.34,13,3.89,NF,23,12,16,2,1,0,0,0,0,16,0,0,15,0,0,3,5,901,12,13
18,3,2023,20,35,49,BEG,2.24,10,4.46,NF,20,21,8,2,3,0,0,0,0,11,0,0,10,0,0,2,4,711,10,10
18,3,2023,20,36,3,BEG,4.29,14,3.26,NF,17,18,13,6,0,0,0,0,0,20,0,0,18,0,0,4,6,1014,14,14
18,3,2023,20,36,34,BEG,4.13,15,3.63,NF,20,20,10,3,1,0,0,0,0,21,0,0,18,0,0,3,2,970,12,12
18,3,2023,20,36,48,BEG,2.97,8,2.69,NF,22,18,10,4,0,0,0,0,0,16,0,0,13,0,0,3,2,770,8,8
18,3,2023,20,36,58,BEG,3.36,14,4.16,NF,22,16,12,3,1,0,0,0,0,15,0,0,14,0,0,1,5,989,11,12
18,3,2023,20,37,26,BEG,2.33,9,3.86,NF,23,16,12,2,0,1,0,0,0,9,0,0,9,0,0,2,3,794,9,9
18,3,2023,20,37,30,BEG,2.36,8,3.38,NF,20,21,9,3,1,0,0,0,0,13,0,0,12,0,0,2,2,685,8,8
18,3,2023,20,38,12,BEG,4.18,17,4.06,NF,18,18,14,3,1,0,0,0,0,20,0,0,19,0,0,3,2,915,15,16
18,3,2023,20,38,23,BEG,3.78,13,3.43,NF,24,15,8,5,2,0,0,0,0,18,0,0,16,0,0,2,2,783,11,12
18,3,2023,20,38,28,BEG,2.67,12,4.49,NF,19,23,7,5,0,0,0,0,0,14,0,0,12,0,0,1,4,705,10,10
18,3,2023,20,38,40,BEG,4.74,19,4.00,NF,16,26,8,4,0,0,0,0,0,23,0,0,22,0,0,3,2,949,12,14
18,3,2023,20,39,15,BEG,4.14,14,3.38,NF,17,23,12,2,0,0,0,0,0,20,0,0,16,0,0,2,2,1001,11,11
18,3,2023,20,39,31,BEG,3.14,15,4.77,NF,15,25,12,2,0,0,0,0,0,15,0,0,15,0,0,2,4,780,14,15
18,3,2023,20,40,5,BEG,3.14,13,4.14,NF,24,12,12,4,2,0,0,0,0,15,0,0,13,0,0,2,1,707,11,11
18,3,2023,20,40,26,BEG,4.20,21,5.00,NF,20,19,11,2,2,0,0,0,0,22,0,0,21,0,0,1,1,832,12,15
20,3,2023,3,2,47,BEG,3.43,15,4.37,NF,18,19,14,3,0,0,0,0,0,15,0,0,15,0,0,1,5,846,12,13
20,3,2023,3,3,5,BEG,5.34,16,2.99,NF,18,22,5,9,0,0,0,0,0,24,0,0,21,0,0,4,4,1201,14,14
20,3,2023,3,3,12,BEG,3.13,14,4.47,NF,20,19,11,4,0,0,0,0,0,15,0,0,14,0,0,3,1,761,10,10
24,3,2023,20,15,14,BEG,3.94,19,4.82,NF,16,18,18,2,0,0,0,0,0,19,0,0,19,0,0,3,3,992,14,17
24,3,2023,20,15,28,BEG,3.96,14,3.53,NF,17,24,10,2,1,0,0,0,0,18,0,0,16,0,0,3,3,943,11,11
24,3,2023,20,15,46,BEG,3.22,14,4.34,Flag,24,18,7,4,1,0,0,0,0,4,2,4,3,2,3,1,3,678,8,8
24,3,2023,20,16,3,BEG,4.86,15,3.08,Flag,17,18,14,5,0,0,0,0,0,13,1,4,11,1,2,2,4,988,12,13
24,3,2023,20,16,10,BEG,4.15,16,3.85,Flag,20,22,10,1,1,0,0,0,0,4,2,4,4,2,4,2,3,492,9,10
24,3,2023,20,16,24,BEG,6.06,16,2.64,Flag,16,22,12,4,0,0,0,0,0,10,2,3,10,2,3,4,3,607,13,13
24,3,2023,20,16,39,BEG,5.75,21,3.65,Flag,12,30,11,1,0,0,0,0,0,10,2,12,10,2,6,3,4,1264,14,16
24,3,2023,20,27,24,BEG,4.51,13,2.88,Flag,15,26,11,2,0,0,0,0,0,6,3,12,6,3,7,4,5,1086,12,12
24,3,2023,20,28,10,BEG,5.09,17,3.33,Flag,12,23,18,1,0,0,0,0,0,18,2,6,17,2,3,5,4,1060,14,16
24,3,2023,20,28,16,BEG,3.95,21,5.31,Flag,15,24,13,0,2,0,0,0,0,10,2,4,10,2,4,3,2,791,16,15
24,3,2023,20,28,56,BEG,3.66,17,4.64,NF,16,20,13,5,0,0,0,0,0,18,0,0,17,0,0,3,3,941,12,12
24,3,2023,20,29,17,BEG,4.29,20,4.66,Flag,14,27,11,2,0,0,0,0,0,11,2,4,10,2,4,2,2,961,15,14
24,3,2023,20,29,41,BEG,6.44,23,3.57,Flag,15,21,15,3,0,0,0,0,0,10,4,8,10,4,4,2,1,1084,14,15
24,3,2023,20,29,49,BEG,1.95,9,4.61,NF,21,20,8,5,0,0,0,0,0,9,0,0,9,0,0,3,2,660,8,8
24,3,2023,20,29,58,BEG,3.99,17,4.26,NF,15,28,10,1,0,0,0,0,0,20,0,0,19,0,0,2,2,1012,11,11
24,3,2023,20,30,18,BEG,2.88,13,4.51,NF,21,20,6,6,1,0,0,0,0,14,0,0,13,0,0,2,2,744,9,9
24,3,2023,20,30,47,BEG,4.01,17,4.23,NF,15,20,16,3,0,0,0,0,0,20,0,0,18,0,0,3,5,973,14,15
24,3,2023,20,31,13,BEG,5.46,18,3.29,NF,14,22,17,1,0,0,0,0,0,23,0,0,22,0,0,3,3,1264,15,16
28,3,2023,20,20,6,BEG,6.73,14,2.08,Flag,16,26,9,2,1,0,0,0,0,10,1,1,10,1,1,3,3,553,12,12
28,3,2023,20,20,27,BEG,13.89,38,2.73,Flag,9,27,15,3,0,0,0,0,0,7,6,8,7,6,8,1,1,962,19,24
28,3,2023,20,21,5,BEG,8.95,25,2.79,Flag,13,24,12,5,0,0,0,0,0,14,1,3,14,1,3,3,2,826,17,18
28,3,2023,20,21,28,BEG,14.77,25,1.69,Flag,11,29,14,0,0,0,0,0,0,10,2,4,10,2,4,3,2,892,16,17
28,3,2023,20,22,10,BEG,8.52,16,1.87,Flag,24,9,14,4,3,0,0,0,0,6,5,4,6,5,4,1,1,662,14,14
28,3,2023,20,23,55,BEG,10.74,23,2.14,Flag,16,17,18,2,1,0,0,0,0,12,3,3,12,3,3,3,3,1034,16,18
28,3,2023,20,24,9,BEG,11.43,27,2.36,Flag,17,18,15,3,1,0,0,0,0,7,4,5,7,4,5,1,1,677,16,21
28,3,2023,20,24,23,BEG,7.42,20,2.69,Flag,19,17,15,3,0,0,0,0,0,4,4,5,4,4,5,1,1,534,13,14
28,3,2023,20,24,31,BEG,5.23,9,1.72,Flag,23,13,14,3,1,0,0,0,0,5,1,1,5,1,1,3,3,379,7,7
28,3,2023,20,25,17,BEG,7.28,19,2.60,Flag,19,20,12,3,0,0,0,0,0,10,2,3,10,2,3,2,3,702,15,16
28,3,2023,20,25,37,BEG,7.96,18,2.26,Flag,17,21,12,3,1,0,0,0,0,11,3,2,11,2,2,2,5,774,15,16
28,3,2023,20,25,56,BEG,10.12,20,1.97,Flag,18,18,14,4,0,0,0,0,0,12,2,2,12,2,2,2,3,700,16,18
28,3,2023,20,26,11,BEG,3.77,10,2.65,NF,21,20,9,4,0,0,0,0,0,10,0,0,10,0,0,2,3,595,10,10
28,3,2023,20,26,40,BEG,12.79,20,1.56,Flag,18,19,11,4,1,1,0,0,0,4,4,5,4,4,5,3,1,871,14,16
28,3,2023,20,27,13,BEG,12.92,17,1.31,Flag,22,15,11,4,2,0,0,0,0,11,1,1,11,1,1,1,1,552,11,13
28,3,2023,20,28,10,BEG,3.79,9,2.37,Flag,25,10,14,5,0,0,0,0,0,7,1,1,7,1,1,1,4,396,9,9
28,3,2023,20,28,19,BEG,7.56,9,1.19,Flag,20,22,8,3,1,0,0,0,0,5,3,3,5,3,3,4,3,602,9,9
28,3,2023,20,28,49,BEG,7.96,22,2.76,Flag,13,29,9,3,0,0,0,0,0,11,2,4,11,2,4,3,3,906,16,17
28,3,2023,20,29,4,BEG,6.69,18,2.69,Flag,12,30,7,3,2,0,0,0,0,6,3,5,6,3,5,4,6,595,15,16
28,3,2023,20,29,18,BEG,9.19,17,1.84,Flag,20,18,6,8,2,0,0,0,0,13,1,1,13,1,1,3,3,654,15,15
28,3,2023,20,29,37,BEG,7.10,12,1.69,Flag,17,22,14,1,0,0,0,0,0,8,2,3,8,2,3,3,5,583,12,12
28,3,2023,20,30,13,BEG,4.81,11,2.28,Flag,18,24,10,2,0,0,0,0,0,5,2,4,5,2,4,2,5,505,11,11
28,3,2023,20,30,19,BEG,5.47,15,2.74,Flag,19,14,19,0,2,0,0,0,0,10,1,2,10,1,2,2,4,617,11,11
28,3,2023,20,30,29,BEG,6.50,14,2.15,Flag,21,23,7,2,1,0,0,0,0,6,2,2,6,2,2,2,3,575,10,11
28,3,2023,20,31,13,BEG,19.00,27,1.42,Flag,14,26,9,5,0,0,0,0,0,9,3,4,9,3,4,3,1,1270,17,18
28,3,2023,20,32,26,BEG,5.77,15,2.59,Flag,16,23,14,0,1,0,0,0,0,9,1,2,9,1,2,1,4,555,12,12
28,3,2023,20,32,35,BEG,6.56,14,2.13,Flag,19,18,12,5,0,0,0,0,0,10,2,2,10,2,2,2,5,769,14,14
